CASEID,FULLTIME_OR_PARTTIME,SELFEMPLOYED,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,TECH4,TECH5,TECH6,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,START_AGE,END_AGE,EMPLOYED,UN_EMPLOYED
4514,1,2,4,2,1,1,1,2,1,1,4,1,3,1,3,2,1,3,3,2,1,1,1,1,1,1,3,1,1,3,2,3,2,2,2,1,2,87499.5,55,64,1,0
4515,1,1,25,2,0,0,1,2,1,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,5,3,3,2,2,1,1,62499.5,55,64,1,0
4516,2,1,3,2,1,1,1,2,1,2,1,2,2,1,2,1,1,3,2,2,3,3,2,3,2,3,3,1,1,3,3,3,3,1,2,1,1,87499.5,65,74,1,0
4517,2,2,12,1,1,0,2,3,2,2,4,1,1,3,1,2,2,1,3,2,3,3,3,3,3,3,2,1,1,3,2,3,3,2,1,1,2,100000.0,45,54,1,0
4518,1,2,8,1,0,0,2,2,2,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,2,2,3,100000.0,35,44,1,0
4519,1,2,10,2,0,0,1,1,2,2,3,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,1,1,1,3,4,3,3,2,1,1,2,30000.0,35,44,1,0
4520,0,0,26,3,1,0,2,2,1,2,4,3,1,1,2,1,2,1,2,2,2,3,2,2,3,2,2,1,1,3,2,3,3,2,1,2,2,100000.0,65,74,0,-1
4521,1,2,3,2,1,1,2,2,2,2,1,1,1,3,3,2,3,3,3,2,3,3,3,3,3,3,3,1,1,3,5,3,2,2,2,2,3,100000.0,55,64,1,0
4522,1,2,1,1,1,1,3,2,1,2,4,1,1,2,2,1,1,2,3,2,1,1,1,1,3,2,1,1,2,3,2,3,1,2,2,1,4,100000.0,25,34,1,0
4523,1,2,4,2,1,1,4,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,1,1,3,87499.5,55,64,1,0
4526,2,1,25,2,1,0,3,0,2,0,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,5,3,3,2,1,2,3,62499.5,55,64,1,0
4527,2,1,19,2,0,0,2,2,1,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,2,1,1,1,62499.5,25,34,1,0
4528,1,2,1,1,1,1,1,2,2,2,4,1,1,1,2,1,1,1,2,2,1,3,1,1,1,1,3,1,1,3,1,3,2,2,2,1,4,100000.0,65,74,1,0
4529,2,2,12,1,1,1,1,3,2,1,4,3,3,1,2,2,3,1,3,1,3,3,3,3,3,2,2,1,1,3,2,3,3,2,1,1,3,62499.5,25,34,1,0
4531,1,2,5,1,1,1,1,2,1,1,4,3,3,3,1,2,1,2,3,2,3,3,3,2,3,3,1,1,1,1,3,3,3,2,2,1,3,62499.5,18,24,1,0
4532,1,2,3,2,0,0,3,2,2,2,2,1,1,1,2,1,1,2,3,1,1,3,1,2,3,1,2,1,1,3,1,3,2,2,2,2,3,87499.5,25,34,1,0
4533,1,2,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,3,1,3,3,2,1,1,2,30000.0,25,34,1,0
4535,2,2,20,2,1,0,2,2,2,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,5,3,3,2,1,1,2,62499.5,35,44,1,0
4536,1,2,6,2,0,0,3,3,1,2,4,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,1,2,2,4,1,2,1,1,2,3,39999.5,55,64,1,0
4537,1,2,8,1,1,1,1,2,2,2,4,1,1,1,1,2,1,2,3,3,2,1,1,3,3,2,2,1,1,3,2,3,3,2,1,2,4,100000.0,45,54,1,0
4540,1,2,13,1,1,1,2,3,1,2,4,1,1,3,2,3,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3,3,2,1,1,3,87499.5,25,34,1,0
4542,2,2,10,2,0,0,1,2,1,1,4,3,2,2,3,2,2,3,2,2,3,3,2,3,3,2,2,1,1,3,2,3,3,2,2,2,4,87499.5,65,74,1,0
4544,2,1,25,2,0,0,1,2,1,2,4,1,3,2,1,2,2,2,3,1,3,3,2,2,3,2,1,2,2,2,1,2,2,1,1,2,2,87499.5,35,44,1,0
4545,2,2,25,2,1,1,2,3,2,2,2,3,3,1,1,2,1,1,1,2,2,1,1,2,3,2,1,1,1,3,2,3,2,2,2,1,4,100000.0,35,44,1,0
4546,1,2,23,2,1,1,1,2,1,2,1,1,3,1,3,1,2,3,3,1,3,3,2,2,2,2,1,1,1,3,3,1,2,1,2,2,2,62499.5,45,54,1,0
4548,0,0,26,3,1,1,2,2,1,2,4,1,1,1,1,2,1,2,1,2,3,1,1,3,1,1,2,1,1,3,1,3,3,2,2,2,2,100000.0,18,24,0,-1
4549,1,2,20,2,0,0,2,2,2,2,4,1,3,3,3,3,2,3,3,2,2,3,2,2,3,2,3,2,3,3,2,3,3,2,1,2,2,39999.5,25,34,1,0
4550,1,2,8,1,1,1,2,2,2,1,4,2,2,2,2,2,1,1,2,1,2,3,2,2,3,2,2,1,1,3,3,2,1,2,2,1,3,100000.0,35,44,1,0
4551,1,2,13,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,1,3,3,2,1,1,3,100000.0,35,44,1,0
4555,2,2,13,1,1,1,1,2,1,1,4,3,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,1,2,3,3,3,2,2,1,2,39999.5,55,64,1,0
4556,2,2,1,1,1,1,2,1,3,2,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,3,87499.5,35,44,1,0
4557,1,2,15,2,1,0,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,3,2,1,2,1,1,3,2,3,2,2,1,2,3,100000.0,55,64,1,0
4558,1,2,1,1,0,0,3,3,1,1,4,1,1,3,3,3,3,3,2,2,3,2,3,3,2,3,2,1,1,3,4,3,3,2,2,2,3,100000.0,45,54,1,0
4560,2,2,18,2,1,0,1,0,1,1,3,1,1,1,1,2,1,1,1,1,2,3,2,1,3,2,2,1,1,3,2,3,3,2,2,1,1,39999.5,65,74,1,0
4561,1,2,25,2,1,1,1,3,2,1,2,1,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,1,1,1,5,3,3,2,2,1,2,100000.0,55,64,1,0
4562,1,2,1,1,1,1,2,2,1,1,4,1,2,2,1,2,1,2,3,1,1,1,1,3,3,2,2,1,2,2,3,3,2,2,1,1,3,87499.5,55,64,1,0
4563,1,2,4,2,0,0,1,1,0,3,4,1,1,3,1,1,1,2,1,3,1,1,1,1,3,1,2,2,3,2,1,3,3,2,1,2,3,30000.0,18,24,1,0
4566,1,2,22,2,1,0,1,0,1,1,3,1,1,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,2,3,5,3,3,2,2,1,1,100000.0,55,64,1,0
4567,2,2,12,1,1,1,2,0,2,1,4,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,1,1,3,3,2,2,2,1,1,3,100000.0,45,54,1,0
4568,1,2,3,2,0,1,2,3,2,2,4,1,3,1,1,2,1,2,2,2,3,3,1,3,3,3,1,1,1,3,4,3,3,2,2,1,1,100000.0,45,54,1,0
4569,1,2,10,2,0,0,2,3,1,1,3,1,1,1,2,1,1,2,2,2,3,3,2,3,1,2,3,1,1,3,2,2,2,2,2,2,3,100000.0,55,64,1,0
4570,1,2,14,2,1,1,1,2,1,1,6,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,2,3,5,3,3,2,1,1,2,62499.5,25,34,1,0
4571,1,2,4,2,1,1,2,3,1,2,4,1,3,2,1,2,2,3,3,3,3,3,1,3,3,2,1,1,1,2,1,3,3,2,1,2,3,87499.5,18,24,1,0
4572,1,2,1,1,1,1,2,2,1,1,4,1,2,1,2,2,3,2,3,2,2,3,1,2,3,3,1,1,1,2,5,2,2,1,2,1,3,100000.0,45,54,1,0
4575,1,2,1,1,1,1,2,0,1,2,4,1,2,1,2,1,1,2,3,3,2,1,3,2,1,1,1,1,1,2,2,3,1,2,2,2,3,62499.5,25,34,1,0
4576,1,2,23,2,1,1,2,3,3,2,4,1,1,2,2,2,2,2,2,2,2,3,1,3,3,1,1,1,1,3,3,3,3,2,2,1,3,62499.5,55,64,1,0
4577,2,2,12,1,1,1,2,2,3,2,4,1,2,1,1,2,1,3,3,2,2,1,1,2,3,1,2,2,3,3,1,3,3,1,1,1,4,100000.0,35,44,1,0
4578,1,2,17,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,3,1,1,1,2,2,1,1,1,2,3,3,3,1,1,2,2,1,1,30000.0,35,44,1,0
4579,1,2,10,2,1,1,1,0,2,3,3,1,3,1,2,3,1,1,3,2,2,1,1,2,3,2,1,1,1,3,2,3,3,2,1,1,1,87499.5,55,64,1,0
4581,1,2,13,1,1,1,1,1,1,1,4,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,2,1,1,3,1,3,3,2,2,1,4,100000.0,65,74,1,0
4582,1,2,23,2,1,1,2,3,1,1,6,1,1,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,1,4,39999.5,55,64,1,0
4583,1,2,4,2,1,0,1,3,1,1,4,1,3,2,3,2,1,1,3,2,1,3,1,1,3,1,3,1,1,3,3,3,2,1,1,1,2,87499.5,45,54,1,0
4584,1,2,13,1,1,1,1,2,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,1,1,1,87499.5,45,54,1,0
4585,2,2,25,2,1,1,2,3,3,3,4,1,1,1,2,1,3,1,3,1,3,3,3,3,3,2,1,1,1,3,3,3,2,2,2,1,3,30000.0,25,34,1,0
4586,1,2,1,1,1,0,2,2,2,3,4,1,1,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,3,39999.5,35,44,1,0
4587,1,2,5,1,1,1,2,2,3,3,4,3,2,2,2,3,2,1,2,3,2,1,2,2,3,2,3,1,1,3,2,3,3,2,2,1,3,100000.0,55,64,1,0
4588,1,2,4,2,0,0,2,1,1,1,4,1,2,1,3,3,3,1,1,1,2,3,3,3,3,3,3,3,1,3,5,3,3,2,2,1,4,87499.5,55,64,1,0
4589,1,1,18,2,1,1,1,2,1,2,2,3,1,3,1,1,3,3,2,2,2,3,2,2,3,2,2,1,1,3,1,3,3,2,1,1,1,100000.0,35,44,1,0
4590,1,2,19,2,1,0,3,3,0,2,3,1,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,2,1,1,87499.5,55,64,1,0
4591,1,2,2,1,1,0,2,2,2,2,4,1,1,2,2,2,3,1,1,1,2,3,3,2,3,3,3,1,1,3,3,3,3,2,2,1,4,62499.5,55,64,1,0
4592,1,2,1,1,1,1,3,2,2,1,4,3,3,1,2,2,1,3,3,2,1,1,1,1,1,1,1,3,3,2,2,2,2,2,1,1,2,62499.5,35,44,1,0
4593,2,2,15,2,1,1,1,0,1,1,4,1,2,3,3,3,3,3,3,3,3,3,2,1,3,1,2,1,1,3,1,3,3,2,2,1,1,100000.0,55,64,1,0
4594,1,2,16,2,1,1,3,3,0,0,2,1,1,1,1,1,1,2,3,1,1,1,1,2,3,2,2,1,1,2,1,3,2,2,1,1,1,62499.5,25,34,1,0
4596,1,2,10,2,0,1,1,3,1,1,4,1,2,1,1,2,1,2,3,1,2,1,1,3,3,2,2,1,1,2,2,3,2,2,1,2,4,100000.0,35,44,1,0
4597,1,2,4,2,1,1,3,3,2,2,1,1,1,2,3,3,3,2,2,2,2,3,2,2,3,2,3,1,1,3,3,3,3,2,1,2,2,100000.0,55,64,1,0
4598,1,2,2,1,1,1,2,3,1,1,4,3,3,1,2,3,2,2,2,2,3,3,3,3,3,3,3,1,1,3,4,3,2,2,2,1,3,39999.5,25,34,1,0
4599,2,1,19,2,1,0,1,2,1,2,2,1,1,1,1,2,1,1,3,2,3,3,1,1,1,1,3,3,2,3,2,1,1,2,2,1,2,62499.5,25,34,1,0
4600,1,2,3,2,0,0,1,1,2,1,4,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,87499.5,35,44,1,0
4602,1,2,5,1,1,1,1,3,1,1,4,3,2,1,2,1,3,1,2,2,2,1,2,3,2,3,1,1,1,3,3,3,3,2,2,1,3,87499.5,55,64,1,0
4603,2,1,5,1,1,1,2,2,1,2,4,3,3,1,3,3,2,2,2,3,2,2,3,2,2,2,1,1,1,3,2,2,2,2,2,1,3,100000.0,65,74,1,0
4604,1,2,1,1,1,1,2,3,2,2,4,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,3,2,2,2,3,100000.0,55,64,1,0
4605,1,2,1,1,1,1,2,1,1,1,4,1,1,2,2,1,2,1,3,2,1,3,1,1,3,2,3,1,1,3,1,3,2,2,2,1,3,100000.0,45,54,1,0
4607,2,1,25,2,1,1,2,2,2,2,1,1,1,1,3,2,1,1,2,1,1,3,1,2,3,1,2,3,1,3,2,1,1,2,2,2,2,62499.5,65,74,1,0
4608,1,2,23,2,1,1,4,0,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,2,2,1,2,100000.0,45,54,1,0
4609,2,2,25,2,1,1,1,0,1,2,3,1,1,1,3,3,2,3,2,3,3,3,3,3,3,3,2,1,1,3,5,3,3,2,2,1,2,39999.5,65,74,1,0
4610,1,2,22,2,1,1,2,3,1,1,4,1,2,2,3,1,3,3,3,3,3,3,2,3,1,1,1,1,1,3,3,3,2,2,2,1,1,62499.5,45,54,1,0
4613,1,2,8,2,0,1,2,2,1,2,3,1,3,1,2,1,2,2,2,3,3,3,2,3,3,2,2,1,1,3,1,3,3,2,2,2,3,87499.5,25,34,1,0
4614,1,2,12,1,1,0,2,2,2,1,4,1,1,1,2,2,2,1,3,2,2,1,2,3,3,2,2,1,1,3,3,2,3,2,1,2,3,87499.5,55,64,1,0
4616,1,2,1,1,1,1,2,0,1,1,4,1,3,1,1,1,1,1,3,1,2,3,1,3,1,1,1,1,1,2,1,3,3,2,2,1,4,100000.0,55,64,1,0
4617,1,2,4,2,1,0,2,2,3,2,3,1,2,3,3,3,3,2,3,2,3,2,3,3,2,2,2,1,1,2,4,3,2,1,1,1,3,87499.5,25,34,1,0
4618,1,2,12,1,1,0,3,0,0,2,4,1,1,3,1,2,1,2,1,1,2,3,1,3,3,2,2,1,3,3,2,3,2,2,1,1,2,87499.5,45,54,1,0
4619,1,2,1,1,1,0,2,1,2,3,4,3,3,2,1,2,1,3,3,1,2,1,2,3,3,2,1,2,2,3,2,3,2,1,1,2,4,87499.5,45,54,1,0
4621,1,2,13,1,0,1,2,2,2,3,4,1,3,3,3,2,3,2,2,3,3,3,3,3,3,3,1,1,1,3,4,3,2,2,1,1,2,87499.5,35,44,1,0
4622,1,2,1,1,1,1,1,2,2,2,4,1,3,3,3,2,2,3,1,3,2,3,2,3,3,2,1,1,1,1,3,3,2,2,2,1,4,100000.0,35,44,1,0
4623,1,2,8,2,1,1,4,2,3,2,2,1,1,2,1,3,1,3,1,1,3,3,1,3,3,2,2,1,2,3,3,3,3,1,1,2,4,87499.5,45,54,1,0
4624,1,2,5,1,1,1,2,1,1,1,4,1,2,2,2,1,3,2,2,1,2,3,2,2,3,2,1,1,1,1,1,3,3,2,2,1,4,100000.0,25,34,1,0
4625,2,2,6,2,1,1,1,2,1,2,1,1,3,3,3,3,1,2,3,2,2,3,3,2,3,3,2,1,1,3,4,3,3,2,1,1,2,100000.0,55,64,1,0
4626,2,2,25,2,1,1,1,0,1,1,3,1,1,2,3,3,2,3,3,1,1,1,1,1,1,1,3,1,1,3,2,3,3,2,1,1,1,39999.5,45,54,1,0
4627,1,2,11,1,1,1,2,3,1,2,4,1,1,2,2,3,1,1,1,2,1,1,1,2,3,2,1,2,2,2,1,1,2,2,1,1,4,100000.0,45,54,1,0
4628,1,2,3,2,0,0,1,2,1,2,2,3,1,1,2,3,1,3,3,1,2,3,1,3,3,1,2,1,1,3,3,3,3,2,2,1,1,39999.5,65,74,1,0
4631,2,2,11,1,1,1,2,2,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,5,2,2,2,1,1,4,100000.0,45,54,1,0
4632,1,2,20,2,1,1,2,2,2,2,4,1,1,2,2,2,2,3,3,2,2,3,2,3,3,3,2,1,1,3,3,3,3,2,1,1,1,62499.5,45,54,1,0
4633,1,2,12,1,1,1,1,2,1,2,4,1,1,3,3,1,1,1,2,2,2,2,2,3,3,3,2,1,1,3,1,3,3,2,1,1,2,87499.5,35,44,1,0
4634,1,2,1,1,1,0,2,2,2,2,4,3,3,2,1,3,2,2,3,1,3,3,3,3,3,2,3,1,1,3,2,3,2,2,2,1,3,39999.5,25,34,1,0
4635,1,2,12,1,1,1,1,3,3,2,4,1,2,1,1,3,2,2,1,1,1,1,2,3,3,2,2,1,1,3,4,3,3,1,1,1,3,100000.0,45,54,1,0
4636,2,1,19,2,0,0,2,2,1,2,4,1,1,3,3,3,2,3,2,3,3,3,3,3,3,3,2,1,1,3,3,3,3,2,1,2,2,100000.0,55,64,1,0
4637,1,2,12,1,1,1,2,2,1,2,4,1,1,3,3,2,3,2,3,2,2,2,2,3,3,2,2,1,2,2,2,3,3,2,1,1,3,100000.0,55,64,1,0
4639,1,1,5,1,1,1,2,2,1,2,4,1,1,2,3,2,2,2,2,1,2,2,2,3,3,2,1,1,1,3,2,3,3,2,2,1,3,87499.5,55,64,1,0
4640,1,2,10,2,1,0,1,2,2,2,3,2,3,2,1,1,1,2,2,1,2,1,1,2,3,2,3,1,1,3,2,2,2,1,2,2,4,62499.5,55,64,1,0
4641,1,2,25,2,0,0,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,3,2,2,3,2,1,2,2,2,4,3,1,2,2,1,1,87499.5,55,64,1,0
4642,1,2,5,1,1,1,1,2,1,1,4,1,3,1,1,2,2,2,3,2,1,1,1,2,3,3,1,1,1,3,3,3,3,1,1,1,3,100000.0,55,64,1,0
4643,2,1,25,2,1,1,1,2,1,2,1,3,3,3,2,3,3,3,2,2,3,2,3,3,2,3,1,1,1,3,5,3,3,2,2,2,3,87499.5,55,64,1,0
4645,1,2,25,2,5,1,3,2,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,3,5,3,3,2,2,1,1,87499.5,45,54,1,0
4646,1,2,13,1,1,0,1,3,3,3,4,1,3,2,2,2,1,2,3,1,2,2,2,3,2,3,2,1,1,2,3,1,1,1,1,1,2,30000.0,25,34,1,0
4647,1,2,9,1,1,1,1,2,1,1,4,3,3,3,1,2,2,3,3,2,2,3,2,2,3,1,3,1,1,3,1,3,3,2,1,1,4,100000.0,65,74,1,0
4648,2,2,12,1,1,1,1,1,3,2,4,2,2,1,1,2,2,1,3,1,1,3,2,2,2,2,2,2,2,1,3,3,2,2,1,1,3,87499.5,55,64,1,0
4649,1,2,2,1,1,1,2,2,1,2,4,1,3,2,2,2,2,1,2,2,3,3,2,3,3,2,3,1,1,3,1,2,2,2,1,1,3,100000.0,55,64,1,0
4650,1,2,3,2,1,0,2,2,3,2,3,3,3,3,2,2,2,2,2,1,3,3,2,2,3,3,1,1,2,2,4,3,3,2,2,1,1,87499.5,55,64,1,0
4652,0,0,26,3,1,1,2,2,1,2,4,1,1,2,3,3,3,2,2,2,2,3,2,3,3,3,2,1,1,3,2,3,3,2,2,1,2,100000.0,55,64,0,-1
4656,1,2,19,2,1,1,1,1,1,1,4,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,3,1,1,3,2,2,2,2,2,1,1,30000.0,25,34,1,0
4657,2,2,12,1,1,1,2,3,1,1,4,3,3,2,3,2,2,3,3,2,3,2,3,3,3,2,2,1,1,3,3,3,3,2,1,1,2,87499.5,45,54,1,0
4659,1,2,17,2,1,0,2,0,1,1,6,1,2,3,3,2,2,1,3,3,2,3,2,3,1,1,3,1,3,3,2,3,2,2,2,1,2,62499.5,35,44,1,0
4660,1,2,22,2,1,0,2,3,2,2,6,3,1,2,2,2,3,3,1,3,3,3,3,3,3,2,1,3,2,3,4,1,3,2,2,1,2,39999.5,45,54,1,0
4661,1,2,5,1,1,1,1,2,1,1,4,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,3,2,2,1,1,1,2,1,1,87499.5,65,74,1,0
4662,1,2,5,1,1,1,1,2,1,1,4,1,3,1,1,1,1,2,2,3,1,1,1,1,3,1,1,2,1,3,1,3,2,2,2,1,3,100000.0,55,64,1,0
4663,1,2,14,2,0,0,2,2,2,2,3,1,3,2,3,3,2,1,3,2,3,3,3,3,3,3,2,1,1,3,3,3,3,2,1,1,2,39999.5,45,54,1,0
4664,1,2,1,1,1,1,2,3,1,2,4,1,3,1,1,2,1,3,3,3,2,1,1,2,1,1,3,1,2,3,1,2,1,1,1,1,4,100000.0,25,34,1,0
4665,1,2,25,2,0,0,1,3,1,2,4,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,2,1,1,3,3,2,2,2,1,1,2,39999.5,55,64,1,0
4666,1,2,20,2,0,1,3,2,2,2,4,1,1,2,3,1,2,3,2,1,3,3,2,3,3,2,3,1,1,3,5,3,2,2,1,2,2,62499.5,35,44,1,0
4667,2,2,12,1,0,0,1,2,1,1,4,1,1,2,2,2,2,2,2,1,2,3,2,2,3,2,2,1,1,3,2,3,2,2,1,1,3,87499.5,35,44,1,0
4669,1,2,25,2,0,1,2,1,3,3,1,3,3,3,2,1,1,1,2,1,2,3,2,2,3,1,2,1,2,3,4,2,2,2,1,1,2,39999.5,45,54,1,0
4670,1,2,3,2,0,1,2,2,1,2,1,1,1,1,3,3,1,2,2,2,2,3,2,2,1,2,1,2,2,2,1,3,3,2,1,2,4,39999.5,45,54,1,0
4672,1,2,22,2,1,1,1,2,2,2,1,3,1,2,2,2,2,3,3,2,3,3,3,3,3,2,1,2,2,3,3,3,3,2,2,1,2,30000.0,25,34,1,0
4673,1,2,25,2,1,1,1,0,2,0,4,1,1,3,1,1,1,1,3,1,2,3,1,1,3,3,1,1,1,3,3,3,3,2,2,1,2,100000.0,45,54,1,0
4674,1,2,13,1,1,0,3,3,3,0,4,1,1,3,3,1,1,2,2,1,2,3,1,3,3,3,2,1,1,3,1,3,1,2,1,1,1,39999.5,45,54,1,0
4675,2,2,3,2,1,0,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,2,100000.0,55,64,1,0
4676,1,2,11,1,1,1,2,2,2,3,4,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,3,2,2,1,2,1,4,87499.5,25,34,1,0
4677,2,2,19,2,1,0,3,3,2,1,3,1,1,2,3,2,3,1,1,3,1,3,2,3,1,2,2,1,1,3,3,2,2,2,2,1,2,30000.0,65,74,1,0
4678,2,2,12,1,0,0,1,2,3,1,4,1,1,1,1,3,1,2,3,2,1,1,1,3,3,2,2,1,1,1,2,3,2,2,1,1,3,62499.5,35,44,1,0
4679,1,1,3,2,0,0,2,2,2,2,4,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,2,3,2,3,3,2,1,2,3,87499.5,45,54,1,0
4680,1,2,20,2,0,1,2,2,2,2,6,3,1,2,1,1,2,1,2,3,2,2,3,3,3,3,1,1,1,2,3,2,3,2,2,1,1,30000.0,25,34,1,0
4681,1,2,9,1,1,0,2,0,1,1,4,1,3,2,3,2,2,1,3,1,2,3,1,3,3,1,3,1,1,3,2,2,2,2,2,1,4,87499.5,35,44,1,0
4682,1,2,13,1,1,0,1,3,2,1,4,1,1,3,1,1,1,3,2,1,1,3,2,2,1,2,3,1,1,1,3,1,2,1,1,1,2,62499.5,25,34,1,0
4684,1,2,13,1,0,0,1,1,2,1,4,1,1,1,1,1,2,1,1,1,2,3,2,2,3,2,3,1,1,3,1,1,1,2,1,1,2,62499.5,35,44,1,0
4685,2,1,1,1,1,1,1,2,1,2,4,3,3,1,1,2,1,3,3,3,2,3,3,3,3,3,3,2,2,1,2,3,3,2,2,1,4,62499.5,65,74,1,0
4686,1,2,10,2,1,1,2,3,3,2,2,1,1,1,2,1,2,2,3,2,2,3,2,2,3,2,2,1,1,3,1,2,2,2,1,2,3,100000.0,55,64,1,0
4687,1,2,3,2,1,0,3,3,2,2,1,2,3,1,2,2,1,3,3,1,1,3,1,1,3,1,1,2,2,2,2,3,2,2,2,2,3,100000.0,45,54,1,0
4688,2,1,1,1,1,1,1,2,1,2,4,1,3,1,2,2,2,3,2,3,2,3,2,3,3,2,1,1,2,3,4,3,3,2,2,1,2,100000.0,55,64,1,0
4689,1,2,4,2,1,0,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,3,3,2,1,1,2,100000.0,25,34,1,0
4690,1,2,12,1,1,0,2,2,3,1,4,1,3,1,1,1,1,2,3,2,2,1,1,3,3,2,3,1,1,3,1,3,2,2,2,1,4,100000.0,35,44,1,0
4691,0,0,26,3,1,1,2,2,1,2,4,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,3,2,3,3,2,1,2,3,30000.0,65,74,0,-1
4692,2,2,20,2,0,1,2,2,3,2,4,1,1,2,3,3,1,1,2,1,1,2,3,1,2,2,1,1,2,2,3,3,2,2,1,1,2,39999.5,65,74,1,0
4693,1,2,22,2,1,0,2,1,0,2,2,1,1,1,3,3,3,1,2,1,2,3,2,1,1,1,3,1,2,2,4,1,1,2,2,1,1,62499.5,35,44,1,0
4694,1,1,19,2,0,1,1,2,1,2,3,1,3,2,3,3,3,2,2,2,3,3,2,3,3,3,2,1,1,3,2,3,3,2,2,1,1,87499.5,65,74,1,0
4695,1,2,4,2,1,1,2,2,2,3,4,2,1,2,3,3,1,2,3,1,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,4,87499.5,25,34,1,0
4697,2,2,12,1,1,0,1,2,2,2,4,1,1,2,1,1,1,3,2,1,3,1,1,2,3,3,2,1,1,3,2,3,3,2,1,1,3,39999.5,25,34,1,0
4698,1,2,13,1,1,1,2,3,2,2,4,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,100000.0,25,34,1,0
4699,1,2,2,1,1,1,2,3,1,2,4,1,3,1,1,1,1,1,1,3,2,1,1,2,3,2,3,1,2,3,2,2,1,1,1,1,4,100000.0,55,64,1,0
4701,1,2,12,1,0,0,3,3,2,3,4,1,1,2,1,1,1,1,1,1,3,3,2,2,2,2,2,1,1,3,3,3,3,2,1,1,2,30000.0,35,44,1,0
4702,1,2,20,2,1,0,2,2,3,2,4,1,1,2,3,3,3,3,3,1,3,3,3,3,3,3,2,1,1,3,5,3,3,2,2,1,4,100000.0,45,54,1,0
4703,0,0,26,3,1,0,2,2,1,2,4,1,1,1,1,1,2,1,2,1,2,3,2,3,3,2,2,1,1,3,2,3,3,2,1,1,4,100000.0,65,74,0,-1
4704,1,2,25,2,1,1,1,0,2,2,3,1,1,3,3,3,3,3,2,3,2,3,1,3,3,1,2,2,3,2,1,2,2,2,2,1,2,39999.5,55,64,1,0
