CASEID,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,AGE-1_CATEGORY,AGE-2_CATEGORY,EMPLOYED
4825,11,1,1,1,2,2,2,2,4,1,3,1,1,1,1,1,3,1,1,1,1,1,2,2,2,1,3,1,1,1,1,4,100000.0,25,34,1
4826,12,1,1,0,2,0,1,1,4,1,1,1,2,2,1,1,3,1,2,1,2,2,2,1,3,1,3,2,2,1,1,2,100000.0,45,54,1
4827,22,2,0,1,1,3,1,1,1,1,3,1,2,1,1,1,2,2,2,1,2,1,1,1,3,4,3,2,2,2,2,2,100000.0,45,54,1
4830,1,1,1,1,1,2,1,2,4,1,3,3,2,2,3,3,1,3,3,3,3,1,1,1,3,2,3,3,2,1,1,2,87499.5,45,54,1
4832,25,2,1,0,2,0,2,2,4,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,3,3,2,2,1,1,30000.0,45,54,1
4833,4,2,1,0,2,2,1,2,3,1,1,2,2,3,2,2,3,2,2,3,2,2,1,1,3,3,3,3,2,1,2,3,100000.0,18,24,1
4834,26,3,1,1,2,2,1,2,4,3,3,3,3,3,2,3,3,3,3,2,3,2,1,1,3,1,3,3,2,2,1,1,30000.0,65,74,0
4835,13,1,1,1,2,3,2,2,4,1,1,3,3,3,2,3,2,2,3,3,2,1,1,1,3,2,3,2,2,2,1,2,39999.5,45,54,1
4836,19,2,1,0,3,3,0,2,4,1,1,1,1,1,1,1,3,1,1,3,1,2,2,3,2,1,3,1,1,1,1,1,30000.0,25,34,1
4837,3,2,1,1,1,0,1,3,4,3,1,2,2,3,1,3,1,3,2,1,1,2,1,1,3,2,3,3,2,1,1,2,30000.0,55,64,1
4838,22,2,1,1,1,1,2,2,1,1,1,3,1,2,1,1,3,2,2,1,1,1,1,2,3,2,3,3,2,2,1,2,62499.5,55,64,1
4839,13,1,1,0,1,1,3,2,4,1,1,3,2,3,1,1,3,1,2,1,1,2,1,2,3,3,3,1,2,1,1,4,100000.0,35,44,1
4840,12,1,1,1,2,3,1,2,4,1,1,1,3,2,2,2,1,3,3,3,3,2,1,1,3,3,3,3,2,1,1,2,62499.5,35,44,1
4841,25,2,1,0,1,3,1,1,1,1,3,3,3,3,3,3,3,3,2,3,3,3,1,1,3,1,3,2,2,1,1,1,87499.5,35,44,1
4842,1,1,1,1,1,2,1,2,4,1,1,2,3,2,3,1,1,2,2,2,3,3,1,1,3,3,2,2,2,2,1,3,100000.0,35,44,1
4843,13,1,0,1,4,3,2,2,4,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,1,3,2,1,1,2,39999.5,45,54,1
4844,14,2,1,1,1,2,1,2,4,1,3,2,1,2,2,3,1,1,2,3,2,3,1,2,3,4,3,3,2,1,1,2,87499.5,55,64,1
4845,4,2,1,1,1,3,2,2,4,1,1,2,3,3,3,3,3,2,2,2,3,3,1,1,3,3,3,3,2,2,1,3,100000.0,55,64,1
4846,14,2,1,0,3,0,1,1,4,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,3,3,3,2,2,2,1,2,62499.5,45,54,1
4848,11,1,1,1,2,1,2,2,4,3,3,3,1,2,2,2,3,1,3,3,2,3,2,2,3,3,3,3,2,2,1,2,39999.5,45,54,1
4850,23,2,1,1,1,3,1,2,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,2,3,2,2,1,1,30000.0,25,34,1
4851,25,2,0,1,1,3,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,3,3,2,2,2,2,30000.0,18,24,1
4852,3,2,1,1,1,2,1,1,2,1,3,2,1,1,2,2,3,3,3,3,3,3,1,1,3,1,3,2,1,1,2,2,62499.5,25,34,1
4853,19,2,1,1,2,0,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,3,3,2,1,1,2,100000.0,45,54,1
4854,5,1,1,1,2,2,1,1,4,1,1,1,2,2,1,2,3,1,2,1,2,1,1,1,3,5,2,2,2,2,1,3,62499.5,45,54,1
4855,12,1,0,0,1,2,2,2,4,1,1,1,1,1,1,2,3,1,1,1,1,2,1,2,2,1,3,3,2,1,2,4,100000.0,45,54,1
4856,5,1,1,1,2,2,2,2,4,1,1,1,3,2,3,2,2,1,3,3,3,3,1,1,3,2,3,3,2,2,1,3,62499.5,18,24,1
4858,12,1,1,1,2,2,2,3,4,1,1,1,1,1,1,1,3,3,2,1,1,2,1,1,3,1,3,3,2,1,1,4,100000.0,18,24,1
4860,22,2,1,1,2,2,1,2,1,1,1,3,2,3,3,3,1,2,3,3,3,1,1,1,3,5,2,2,2,2,1,1,62499.5,18,24,1
4861,25,2,1,1,4,2,1,3,3,1,1,2,2,2,2,2,3,1,3,3,1,1,1,2,2,2,3,3,2,2,1,2,30000.0,65,74,1
4863,19,2,0,0,1,1,0,0,4,2,2,3,3,3,3,3,3,3,3,3,3,3,1,1,3,5,3,3,2,2,2,2,30000.0,25,34,1
4864,1,1,1,1,2,0,0,0,4,2,2,3,3,3,3,3,2,3,1,3,3,3,1,1,3,5,3,3,2,2,1,3,100000.0,35,44,1
4865,14,2,1,1,2,2,3,2,6,1,1,2,3,2,1,2,3,2,3,1,2,2,2,2,2,3,2,2,2,1,1,2,100000.0,18,24,1
4866,16,2,0,1,1,1,1,1,3,1,3,2,2,3,2,3,2,1,2,3,1,3,1,1,2,3,1,2,2,2,1,1,39999.5,45,54,1
4867,12,1,1,1,1,1,0,1,4,1,2,3,3,1,3,2,3,1,1,3,1,3,1,2,3,1,3,3,1,1,2,2,30000.0,55,64,1
4868,10,2,0,0,2,0,1,1,4,1,1,3,3,3,2,3,2,3,3,3,2,2,1,1,3,4,3,3,2,1,1,4,100000.0,45,54,1
4869,25,2,1,1,2,1,2,2,2,1,3,1,2,1,1,1,3,1,1,3,1,2,1,1,3,3,1,1,1,1,2,3,62499.5,35,44,1
4870,12,1,1,0,1,1,1,1,4,1,1,1,3,2,2,1,3,1,3,3,2,2,1,1,3,3,3,2,1,1,1,2,100000.0,25,34,1
4871,12,1,1,0,3,1,3,3,4,1,3,1,1,1,1,3,2,1,3,1,2,2,1,2,1,4,3,3,2,1,1,3,87499.5,55,64,1
4872,1,1,1,1,1,2,1,1,4,1,1,3,3,3,1,3,3,3,2,1,1,3,1,1,3,2,1,2,2,2,1,2,39999.5,45,54,1
4873,1,1,1,1,2,3,1,1,4,1,3,3,2,2,2,3,1,3,2,3,2,1,1,1,3,3,2,2,2,2,1,2,39999.5,45,54,1
4874,14,2,1,1,2,0,1,1,4,1,1,3,3,2,1,2,3,2,3,3,2,2,1,1,3,4,3,3,2,2,1,2,87499.5,55,64,1
4876,1,1,1,0,2,1,1,2,4,1,3,2,1,1,1,2,3,2,1,1,1,1,3,3,2,1,1,1,1,1,1,3,100000.0,25,34,1
4878,3,2,0,1,1,1,1,1,1,1,1,2,3,1,1,1,3,2,3,1,1,2,1,1,3,1,3,2,2,1,1,2,39999.5,35,44,1
4879,25,2,1,0,1,0,0,0,4,1,1,3,2,2,3,3,1,1,2,2,2,1,1,1,1,5,2,2,2,2,1,3,100000.0,35,44,1
4880,1,1,1,1,2,1,1,1,4,1,1,2,3,3,3,2,3,2,3,2,2,3,1,1,3,1,3,3,1,1,1,2,62499.5,45,54,1
4881,13,1,1,1,2,3,1,1,4,1,1,3,3,3,2,2,3,1,2,3,1,2,1,1,3,2,1,1,2,1,1,3,87499.5,25,34,1
4883,16,2,1,0,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,3,2,1,3,2,1,2,3,62499.5,45,54,1
4884,13,1,1,1,2,2,1,2,4,3,3,2,3,2,2,3,3,2,2,1,2,2,1,2,2,3,2,2,2,1,1,3,100000.0,55,64,1
4885,3,2,1,1,2,3,2,2,1,3,3,3,2,2,3,3,2,2,2,3,3,2,1,1,3,1,2,3,2,2,1,3,100000.0,55,64,1
4887,6,2,1,1,1,0,1,1,2,1,1,2,2,2,2,1,2,2,2,3,2,3,1,1,3,2,3,3,2,1,2,3,62499.5,35,44,1
4888,10,2,1,1,2,3,1,1,6,3,3,1,2,2,2,2,3,3,2,3,2,3,1,1,3,4,3,3,2,2,1,2,39999.5,55,64,1
4890,25,2,0,0,1,2,1,2,4,1,3,2,2,2,2,2,2,3,2,3,2,2,1,1,3,3,3,3,2,1,1,1,30000.0,35,44,1
4891,13,1,1,1,2,3,3,3,4,2,3,2,3,3,3,2,3,2,2,3,3,2,1,1,1,5,3,3,2,1,1,4,62499.5,65,74,1
4892,5,1,1,1,3,1,2,2,4,1,3,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,2,2,1,3,87499.5,35,44,1
4893,1,1,1,1,2,0,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,2,2,1,2,62499.5,35,44,1
4894,3,2,1,0,2,2,2,3,3,1,1,2,2,2,2,1,3,1,3,3,2,3,1,2,2,3,3,2,2,1,1,1,30000.0,35,44,1
4895,25,2,1,1,1,2,1,1,1,3,1,3,3,3,2,1,2,1,1,3,2,1,1,1,3,4,2,3,2,2,1,2,87499.5,55,64,1
4896,1,1,0,1,2,2,1,1,4,1,1,1,1,2,2,2,1,2,2,3,2,3,1,1,3,2,3,3,1,1,1,4,62499.5,25,34,1
4897,13,1,1,1,2,0,1,1,4,1,2,2,3,3,3,1,3,3,3,2,3,2,1,2,3,3,3,3,1,1,1,2,62499.5,45,54,1
4898,12,1,1,1,2,2,2,2,4,1,1,1,2,3,2,2,2,1,3,2,2,2,1,1,3,3,3,3,2,1,2,2,62499.5,55,64,1
4899,12,1,1,1,2,2,2,1,4,1,1,2,2,2,2,2,2,1,3,3,3,2,1,1,3,3,3,3,2,1,1,3,62499.5,25,34,1
4900,13,1,1,0,2,0,1,1,4,1,3,1,1,1,1,1,3,2,3,3,1,2,1,1,3,2,3,3,2,1,1,2,100000.0,55,64,1
4901,5,1,1,1,2,3,2,2,4,1,1,2,2,2,2,1,2,2,2,3,1,1,1,1,3,2,3,3,2,2,1,4,100000.0,55,64,1
4902,19,2,1,1,2,1,3,3,2,3,1,1,1,1,1,2,1,2,2,3,2,1,2,3,2,2,2,1,1,1,2,2,39999.5,55,64,1
4903,5,1,1,1,1,2,1,1,4,1,1,1,2,2,2,2,3,2,2,3,2,1,1,1,3,3,3,3,2,2,1,4,100000.0,35,44,1
4904,12,1,1,1,2,2,3,1,4,1,1,1,2,2,1,1,3,3,2,1,1,3,2,1,3,1,2,1,2,1,1,4,100000.0,35,44,1
4905,17,2,0,1,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,3,3,2,3,1,3,3,2,2,1,1,30000.0,55,64,1
4906,1,1,1,1,1,0,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,3,2,2,1,4,100000.0,25,34,1
4907,12,1,1,0,1,2,1,2,4,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,3,1,3,3,2,1,2,3,62499.5,45,54,1
4908,10,2,0,1,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,4,2,3,2,1,1,1,39999.5,45,54,1
4909,1,1,1,1,2,2,1,1,4,1,1,2,3,2,3,2,2,1,3,3,3,1,1,2,1,5,3,3,2,2,1,3,100000.0,55,64,1
4910,3,2,1,0,2,0,1,3,4,1,1,1,3,2,1,3,1,2,2,3,1,3,1,1,3,1,3,3,2,2,1,1,87499.5,35,44,1
4911,19,2,1,1,3,3,2,2,3,1,1,3,3,3,3,3,3,1,3,3,3,1,1,1,3,5,3,3,2,2,1,1,62499.5,45,54,1
4912,5,1,1,1,1,3,1,1,4,3,2,2,1,2,2,2,2,3,2,3,2,3,1,1,3,2,3,2,2,2,1,4,100000.0,55,64,1
4913,20,2,1,0,2,1,2,2,4,3,3,1,1,3,2,1,2,1,2,1,1,1,1,3,3,2,3,3,2,1,1,2,30000.0,25,34,1
4914,5,1,1,1,4,2,2,3,4,1,2,2,2,3,1,3,2,1,2,1,2,3,2,1,3,4,3,3,2,2,1,3,100000.0,35,44,1
4915,6,2,0,1,4,0,1,1,4,1,3,1,1,1,2,2,3,3,2,1,1,2,1,1,3,3,2,3,2,1,1,2,62499.5,55,64,1
4916,10,2,0,0,2,1,1,1,3,1,3,1,3,1,1,1,3,2,1,1,1,2,1,1,3,1,3,1,2,2,2,4,100000.0,65,74,1
4917,8,2,1,0,2,2,2,2,4,1,1,2,3,2,3,2,2,1,2,1,2,2,1,1,3,1,3,2,2,1,1,2,62499.5,35,44,1
4918,22,2,1,1,3,0,0,0,4,1,1,2,2,2,2,2,2,2,3,3,3,1,1,1,3,3,3,3,2,2,2,3,100000.0,35,44,1
4920,12,1,0,0,2,2,3,2,4,3,3,1,1,3,3,2,1,3,3,3,3,2,1,3,3,2,3,3,2,1,1,2,39999.5,55,64,1
4921,20,2,1,1,2,0,2,2,1,1,3,2,3,2,1,2,3,2,2,3,1,2,1,1,3,1,3,2,1,1,2,3,87499.5,25,34,1
4923,16,2,1,1,4,0,0,0,3,1,1,3,3,3,1,2,2,2,3,3,1,1,3,3,3,1,2,3,2,1,1,1,30000.0,65,74,1
4924,10,2,0,1,2,2,2,3,4,2,2,2,2,1,1,3,1,2,3,3,2,1,1,1,2,3,2,2,2,2,2,3,87499.5,45,54,1
4925,16,2,1,0,1,3,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,1,1,3,3,2,1,1,1,30000.0,25,34,1
4926,25,2,1,0,2,3,2,3,3,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,3,3,2,1,1,1,30000.0,45,54,1
4927,16,2,0,1,1,3,1,1,4,1,1,2,2,2,1,2,2,3,3,1,1,1,1,2,2,2,1,1,2,2,1,1,30000.0,25,34,1
4928,12,1,1,0,1,2,2,2,4,1,1,1,2,2,2,2,3,1,1,1,1,3,1,1,3,2,3,2,2,1,1,4,30000.0,35,44,1
4929,12,1,1,0,2,2,3,2,4,1,1,1,3,3,1,3,3,2,2,1,1,2,1,1,3,2,3,2,2,1,1,3,100000.0,35,44,1
4930,12,1,1,0,1,3,3,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,1,5,3,3,2,2,1,2,100000.0,35,44,1
4931,1,1,1,1,2,2,2,2,4,1,1,1,2,2,1,2,2,1,2,1,1,3,1,1,3,3,3,3,2,1,1,3,39999.5,25,34,1
4932,12,1,1,1,2,3,1,2,4,1,1,3,3,3,2,2,3,2,2,3,2,2,1,1,3,4,2,3,2,1,1,2,100000.0,55,64,1
4933,20,2,1,1,2,3,2,2,4,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,5,3,3,2,1,2,2,100000.0,45,54,1
4935,25,2,0,1,2,0,0,0,4,3,3,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,87499.5,65,74,1
4936,22,2,1,1,1,1,1,1,4,3,3,1,1,1,3,1,1,1,1,3,2,1,1,1,1,2,3,3,2,2,1,1,39999.5,55,64,1
4937,12,1,0,1,1,0,3,2,4,1,3,1,2,3,2,3,2,2,3,3,3,2,1,1,3,2,3,1,2,1,1,3,87499.5,35,44,1
4938,18,2,0,0,1,3,2,2,4,1,3,3,3,2,2,2,2,1,2,3,3,3,1,1,3,4,3,3,2,1,2,4,62499.5,55,64,1
4939,2,1,1,1,2,2,3,0,4,3,3,2,1,2,1,2,3,1,1,1,1,3,2,2,2,1,1,1,1,1,1,3,62499.5,45,54,1
4940,25,2,0,1,1,1,1,1,6,3,3,3,3,3,3,2,1,3,1,3,2,3,1,1,3,2,3,2,2,2,2,3,100000.0,55,64,1
4941,12,1,1,1,2,1,3,3,4,1,1,1,1,1,1,2,3,1,2,1,1,2,1,1,3,3,3,3,1,1,1,3,62499.5,25,34,1
4942,12,1,1,0,2,3,2,2,4,1,3,2,3,3,2,2,1,2,3,2,3,2,1,1,3,3,3,3,2,1,1,2,39999.5,35,44,1
4945,20,2,1,1,3,3,2,3,3,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,4,3,2,2,2,1,2,30000.0,25,34,1
4946,10,2,0,0,1,3,2,2,4,3,3,2,2,2,2,2,2,1,3,3,3,1,1,1,3,3,1,1,1,2,1,2,100000.0,45,54,1
4947,11,1,1,1,4,0,1,2,4,2,3,1,2,2,1,3,3,3,2,3,1,3,1,1,3,4,3,2,2,2,1,4,100000.0,35,44,1
4948,13,1,1,1,1,1,3,3,4,2,1,1,1,1,1,1,1,1,2,1,1,2,3,3,2,3,2,2,1,2,1,3,30000.0,25,34,1
4949,3,2,0,0,1,2,1,1,6,3,3,3,3,3,2,3,3,3,3,3,1,2,1,1,3,1,3,3,2,2,2,3,100000.0,45,54,1
4950,3,2,1,0,1,2,2,2,6,1,3,2,2,2,2,2,1,2,2,3,2,1,1,1,3,3,2,2,2,2,1,2,100000.0,45,54,1
4951,4,2,1,1,2,0,2,2,4,2,3,2,3,3,3,2,2,2,2,3,2,1,2,3,2,4,2,2,1,1,1,2,62499.5,55,64,1
4954,14,2,0,0,1,2,3,3,4,1,3,3,3,3,3,3,3,2,3,3,3,2,1,1,3,3,3,3,2,1,1,1,30000.0,25,34,1
4955,5,1,0,1,1,2,2,2,4,1,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,2,2,1,3,100000.0,35,44,1
4956,1,1,0,1,2,2,2,2,4,1,3,2,3,1,1,1,3,2,2,1,1,1,1,2,2,3,2,2,2,1,1,3,100000.0,55,64,1
4957,23,2,0,1,4,0,0,0,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,2,1,1,87499.5,45,54,1
4958,2,1,1,0,2,1,0,2,4,1,1,2,3,3,2,3,1,3,2,3,2,3,1,1,1,2,3,2,2,2,1,3,62499.5,65,74,1
4959,13,1,1,1,1,3,1,1,4,1,1,3,1,2,1,1,3,1,2,1,1,3,2,1,3,1,3,2,2,1,1,2,62499.5,55,64,1
4960,10,2,1,1,1,2,1,2,6,1,3,3,3,3,3,3,3,3,2,3,3,3,1,1,1,5,3,3,2,2,1,4,100000.0,25,34,1
4962,12,3,1,0,2,2,1,2,4,1,1,1,3,3,2,3,3,2,2,3,1,2,1,1,3,1,3,3,2,1,2,2,62499.5,55,64,0
4963,1,1,1,1,2,0,2,1,4,3,3,1,1,1,1,2,2,2,2,3,1,2,2,3,3,1,2,3,2,1,2,3,39999.5,35,44,1
4965,13,1,1,1,4,1,2,1,4,3,3,2,2,2,2,2,3,2,3,1,2,2,1,1,3,2,3,3,1,1,1,2,100000.0,35,44,1
4967,22,2,1,1,2,1,0,3,2,1,1,3,3,2,2,2,1,2,3,3,3,3,1,2,2,1,3,3,1,1,1,1,39999.5,25,34,1
4968,14,2,0,0,2,2,2,1,2,1,1,2,1,2,2,3,1,2,2,2,2,1,2,2,3,3,3,2,2,1,2,2,39999.5,35,44,1
4969,22,2,0,0,2,2,1,2,3,1,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,2,1,2,100000.0,45,54,1
4970,25,2,0,0,1,3,1,1,4,1,1,2,3,1,1,2,2,1,1,1,1,2,1,1,2,1,3,3,2,1,1,2,87499.5,25,34,1
4971,12,1,1,0,2,2,1,1,4,1,3,2,2,2,3,2,3,2,2,3,3,3,1,1,1,4,3,3,2,1,1,2,87499.5,45,54,1
4975,3,2,1,0,2,1,2,3,4,2,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,5,3,3,2,1,1,2,62499.5,25,34,1
4976,13,1,1,0,2,3,1,2,4,1,1,2,2,2,2,3,3,2,2,1,1,2,1,1,3,2,3,3,2,1,1,2,87499.5,18,24,1
4977,25,2,1,0,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,3,2,2,1,1,30000.0,45,54,1
4978,5,1,1,1,1,1,1,1,4,1,1,2,2,2,2,2,3,2,2,3,1,1,1,1,3,1,2,2,2,2,1,4,100000.0,25,34,1
4979,22,2,1,1,2,3,2,2,4,1,1,2,2,3,2,3,2,2,2,2,2,3,3,2,2,4,2,2,2,2,2,2,30000.0,25,34,1
4980,14,2,1,1,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,3,1,3,3,2,2,1,1,30000.0,65,74,1
4982,25,2,1,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,1,1,30000.0,25,34,1
4983,19,2,1,1,1,2,1,2,1,1,1,2,2,3,2,3,3,1,2,1,1,2,1,2,3,3,3,1,2,1,1,1,62499.5,45,54,1
4984,3,2,1,0,2,3,2,1,4,1,3,1,1,1,1,2,3,1,2,1,1,2,1,1,3,1,1,1,1,1,2,2,62499.5,25,34,1
4985,12,1,1,0,1,3,1,1,4,3,2,1,1,2,2,1,1,2,3,1,1,3,1,1,3,1,3,2,2,1,1,4,62499.5,65,74,1
4986,10,2,1,1,1,2,1,2,6,1,1,2,3,3,2,2,3,1,2,3,2,2,1,1,3,2,3,3,2,1,1,2,39999.5,45,54,1
4987,3,2,1,1,3,3,3,3,4,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,3,5,3,3,2,1,1,2,39999.5,35,44,1
4988,22,2,1,0,1,0,1,1,2,3,3,1,2,2,1,2,2,1,3,3,1,3,3,3,3,5,1,1,2,2,1,1,62499.5,45,54,1
4989,4,2,1,0,2,3,2,3,4,1,1,1,2,2,3,3,2,1,1,3,1,3,2,2,2,2,1,3,2,2,2,4,62499.5,35,44,1
4990,4,2,1,0,1,2,1,2,2,3,3,2,3,3,1,2,3,3,3,3,1,3,1,1,3,3,3,2,2,2,2,3,87499.5,45,54,1
4991,6,2,1,1,1,0,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,3,1,1,3,3,1,1,2,1,1,1,30000.0,45,54,1
4992,22,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,1,1,3,3,3,3,2,2,1,1,30000.0,25,34,1
4993,1,1,1,1,2,2,1,1,4,3,3,3,2,3,2,3,3,2,2,3,3,3,1,1,3,4,3,3,2,2,1,4,100000.0,45,54,1
4994,1,1,1,1,1,2,2,2,4,1,1,3,3,3,3,1,1,2,2,2,3,2,1,1,1,5,3,3,2,2,1,3,87499.5,25,34,1
4995,4,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,4,100000.0,45,54,1
4996,5,1,1,1,3,2,2,2,4,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,3,100000.0,25,34,1
4997,1,1,1,0,3,2,3,3,4,1,3,1,2,2,1,1,3,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,62499.5,55,64,1
4998,5,1,1,1,2,3,1,1,4,1,3,1,2,3,3,3,2,2,3,3,2,3,1,1,1,2,3,3,2,2,1,2,100000.0,45,54,1
4999,10,2,1,1,2,0,2,2,2,1,3,1,2,1,3,2,3,2,2,1,1,3,1,1,3,1,3,2,2,2,1,4,62499.5,25,34,1
5001,4,2,1,1,2,2,1,1,2,1,2,2,3,2,3,1,1,3,3,3,2,1,1,1,3,3,3,3,2,2,2,3,100000.0,45,54,1
5002,8,2,1,0,2,3,1,1,4,1,3,3,3,3,3,3,2,1,3,3,2,2,2,2,3,2,3,3,2,1,1,3,100000.0,55,64,1
5005,1,1,1,0,2,2,2,3,4,3,2,2,3,2,2,2,2,2,2,3,2,3,1,1,3,3,3,3,2,2,1,2,100000.0,25,34,1
5006,12,1,1,1,2,3,2,2,4,1,3,2,2,2,2,3,2,1,3,3,2,2,1,2,3,3,3,3,2,1,1,3,100000.0,55,64,1
5007,13,1,0,0,3,0,3,0,4,1,1,1,3,3,1,1,2,2,2,3,1,3,1,2,3,1,3,2,2,1,1,2,39999.5,55,64,1
5008,14,2,1,0,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,3,3,2,1,1,1,39999.5,55,64,1
5010,3,2,1,1,1,3,1,1,3,2,3,2,2,2,3,1,2,3,3,3,2,1,1,1,3,3,3,3,2,2,2,3,100000.0,25,34,1
5012,6,2,0,0,2,3,1,2,4,1,1,2,2,2,1,2,2,2,3,3,2,2,1,1,3,1,3,2,2,1,2,3,100000.0,35,44,1
5013,25,2,1,0,2,2,2,2,3,3,3,3,2,2,3,2,2,1,2,2,2,2,1,1,1,4,3,3,2,1,1,1,62499.5,55,64,1
5014,12,1,1,1,2,2,1,2,4,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,2,1,1,2,1,1,1,3,100000.0,65,74,1
5015,12,1,1,0,2,1,1,1,4,1,2,1,1,2,2,2,3,1,2,3,1,2,1,2,3,2,2,1,1,1,1,4,62499.5,25,34,1
5016,1,1,1,1,1,2,2,1,4,1,1,1,3,1,1,2,3,2,2,1,2,1,3,2,2,2,3,3,2,2,1,4,30000.0,35,44,1
5017,22,2,1,1,2,3,2,2,6,1,1,2,3,3,3,3,3,2,2,3,2,1,1,1,3,3,2,2,2,2,1,2,87499.5,35,44,1
5018,10,2,1,0,2,3,1,1,3,1,1,1,2,2,3,1,1,1,2,3,2,2,1,1,3,2,3,3,2,1,1,2,87499.5,18,24,1
5019,1,1,1,1,2,3,1,2,4,1,1,1,2,3,3,2,1,2,1,2,2,3,1,1,3,3,3,3,2,2,1,4,100000.0,55,64,1
5020,15,2,1,1,2,2,2,2,1,1,1,1,2,2,3,3,3,2,2,2,2,1,1,1,3,2,2,2,2,2,1,3,100000.0,18,24,1
5021,4,2,1,1,1,3,2,2,6,2,3,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,2,1,1,1,1,4,100000.0,35,44,1
5022,4,2,1,1,4,0,3,2,4,3,3,2,2,3,2,1,2,1,2,3,3,2,2,3,3,2,3,2,1,1,1,1,62499.5,45,54,1
5023,5,1,1,0,1,3,2,1,4,1,3,1,2,3,1,3,2,2,2,2,2,1,1,1,3,2,3,3,2,2,1,3,100000.0,45,54,1
5024,25,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,30000.0,25,34,1
5026,8,2,1,0,2,2,1,1,2,1,1,1,2,1,1,2,2,3,1,1,1,3,1,1,3,3,3,2,2,1,2,3,87499.5,25,34,1
5027,19,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,3,2,3,1,3,1,2,3,2,3,3,2,2,1,1,30000.0,35,44,1
5029,16,2,1,0,1,3,2,2,2,3,1,3,3,1,1,2,2,1,2,1,2,3,1,1,3,1,2,3,2,2,1,1,62499.5,25,34,1
5031,12,1,1,0,2,2,3,1,4,1,3,3,2,2,1,2,3,2,2,3,1,2,2,2,2,3,2,2,1,1,1,3,62499.5,45,54,1
5033,5,1,1,1,2,1,2,2,4,1,2,3,3,1,3,3,1,2,3,3,2,1,1,1,1,5,2,3,2,2,1,4,100000.0,45,54,1
5034,20,2,1,1,3,3,2,2,2,1,1,2,2,2,2,1,3,2,1,3,1,1,2,2,2,3,3,2,1,1,2,2,87499.5,45,54,1
5035,5,1,1,1,2,3,1,2,4,1,3,1,2,1,2,3,1,2,3,2,2,1,1,1,3,3,3,2,2,2,1,2,62499.5,55,64,1
5036,3,2,1,1,1,2,1,2,6,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,4,2,2,2,2,1,1,87499.5,55,64,1
